name,city,state,url,website,buy_link,phone,email,type,notes,products,source,source_url,prices
Devil Dog Mfg Co,Spring Hope,NC,https://textileconnect.com/directory/devil-dog-mfg-co/,https://textileconnect.com/directory/devil-dog-mfg-co/,https://textileconnect.com/directory/devil-dog-mfg-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Devil Dog Mfg Co Inc,Zebulon,NC,https://textileconnect.com/directory/devil-dog-mfg-co-inc/,https://textileconnect.com/directory/devil-dog-mfg-co-inc/,https://textileconnect.com/directory/devil-dog-mfg-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diamond Brand Gear (Arden),Arden,NC,https://textileconnect.com/directory/diamond-brand-gear-arden/,https://textileconnect.com/directory/diamond-brand-gear-arden/,https://textileconnect.com/directory/diamond-brand-gear-arden/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diamond Brand Gear Company (Fletcher),Fletcher,NC,https://textileconnect.com/directory/diamond-brand-gear-company-fletcher/,https://textileconnect.com/directory/diamond-brand-gear-company-fletcher/,https://textileconnect.com/directory/diamond-brand-gear-company-fletcher/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diamond Dye and Finishing Inc.,"Allentown,",PA,https://textileconnect.com/directory/diamond-dye-and-finishing-inc/,https://textileconnect.com/directory/diamond-dye-and-finishing-inc/,https://textileconnect.com/directory/diamond-dye-and-finishing-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diamond Plastics Inc,Rock Hill,SC,https://textileconnect.com/directory/diamond-plastics-inc/,https://textileconnect.com/directory/diamond-plastics-inc/,https://textileconnect.com/directory/diamond-plastics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diamond Wipes International,Chino,CA,https://textileconnect.com/directory/diamond-wipes-international/,https://textileconnect.com/directory/diamond-wipes-international/,https://textileconnect.com/directory/diamond-wipes-international/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dicey Fabrics Inc,Shelby,NC,https://textileconnect.com/directory/dicey-fabrics-inc/,https://textileconnect.com/directory/dicey-fabrics-inc/,https://textileconnect.com/directory/dicey-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dick Medical Supply,Columbus,OH,https://textileconnect.com/directory/dick-medical-supply/,https://textileconnect.com/directory/dick-medical-supply/,https://textileconnect.com/directory/dick-medical-supply/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dickson Industries Inc,Des Moines,IA,https://textileconnect.com/directory/dickson-industries-inc/,https://textileconnect.com/directory/dickson-industries-inc/,https://textileconnect.com/directory/dickson-industries-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dillard Manufacturing Inc,Charlotte,NC,https://textileconnect.com/directory/dillard-manufacturing-inc/,https://textileconnect.com/directory/dillard-manufacturing-inc/,https://textileconnect.com/directory/dillard-manufacturing-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dillon Enterprises,Lexington,NC,https://textileconnect.com/directory/dillon-enterprises/,https://textileconnect.com/directory/dillon-enterprises/,https://textileconnect.com/directory/dillon-enterprises/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dillon Yarn Corp Plant,Dillon,SC,https://textileconnect.com/directory/dillon-yarn-corp-plant/,https://textileconnect.com/directory/dillon-yarn-corp-plant/,https://textileconnect.com/directory/dillon-yarn-corp-plant/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dillon Yarns Corporation,Dillon,SC,https://textileconnect.com/directory/dillon-yarns-corporation/,https://textileconnect.com/directory/dillon-yarns-corporation/,https://textileconnect.com/directory/dillon-yarns-corporation/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dilo Inc,Charlotte,NC,https://textileconnect.com/directory/dilo-inc/,https://textileconnect.com/directory/dilo-inc/,https://textileconnect.com/directory/dilo-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Dipole Materials, Inc.",Baltimore,MD,https://textileconnect.com/directory/dipole-materials-inc/,https://textileconnect.com/directory/dipole-materials-inc/,https://textileconnect.com/directory/dipole-materials-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DirecTex/Wirewright,Commerce,CA,https://textileconnect.com/directory/directex-wirewright/,https://textileconnect.com/directory/directex-wirewright/,https://textileconnect.com/directory/directex-wirewright/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dirtball,Hickory,NC,https://textileconnect.com/directory/dirtball/,https://textileconnect.com/directory/dirtball/,https://textileconnect.com/directory/dirtball/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diversified Composites Inc,Erlanger,KY,https://textileconnect.com/directory/diversified-composites-inc/,https://textileconnect.com/directory/diversified-composites-inc/,https://textileconnect.com/directory/diversified-composites-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diversified Disposable Mktg,Wilmington,NC,https://textileconnect.com/directory/diversified-disposable-mktg/,https://textileconnect.com/directory/diversified-disposable-mktg/,https://textileconnect.com/directory/diversified-disposable-mktg/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diversified Fabrics Inc,Kings Mountain,NC,https://textileconnect.com/directory/diversified-fabrics-inc/,https://textileconnect.com/directory/diversified-fabrics-inc/,https://textileconnect.com/directory/diversified-fabrics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diversified Plastics Inc,Latta,SC,https://textileconnect.com/directory/diversified-plastics-inc/,https://textileconnect.com/directory/diversified-plastics-inc/,https://textileconnect.com/directory/diversified-plastics-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diversified Systems,Greenville,SC,https://textileconnect.com/directory/diversified-systems/,https://textileconnect.com/directory/diversified-systems/,https://textileconnect.com/directory/diversified-systems/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Diversified Technology Inc,Greenville,SC,https://textileconnect.com/directory/diversified-technology-inc/,https://textileconnect.com/directory/diversified-technology-inc/,https://textileconnect.com/directory/diversified-technology-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dixie-Regency Foam Inc,Hickory,NC,https://textileconnect.com/directory/dixie-regency-foam-inc/,https://textileconnect.com/directory/dixie-regency-foam-inc/,https://textileconnect.com/directory/dixie-regency-foam-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dixie Belle Textiles Inc,Elkin,NC,https://textileconnect.com/directory/dixie-belle-textiles-inc/,https://textileconnect.com/directory/dixie-belle-textiles-inc/,https://textileconnect.com/directory/dixie-belle-textiles-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dixie Screen Printing,Gaffney,SC,https://textileconnect.com/directory/dixie-screen-printing/,https://textileconnect.com/directory/dixie-screen-printing/,https://textileconnect.com/directory/dixie-screen-printing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dixon’s Blind & Awning Svc,Rocky Mount,NC,https://textileconnect.com/directory/dixons-blind-awning-svc/,https://textileconnect.com/directory/dixons-blind-awning-svc/,https://textileconnect.com/directory/dixons-blind-awning-svc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dize Company,Winston Salem,NC,https://textileconnect.com/directory/dize-company/,https://textileconnect.com/directory/dize-company/,https://textileconnect.com/directory/dize-company/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DKNY,Mebane,NC,https://textileconnect.com/directory/dkny/,https://textileconnect.com/directory/dkny/,https://textileconnect.com/directory/dkny/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DMP Corp,Rock Hill,SC,https://textileconnect.com/directory/dmp-corp/,https://textileconnect.com/directory/dmp-corp/,https://textileconnect.com/directory/dmp-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
DNP Ims America Corp,Concord,NC,https://textileconnect.com/directory/dnp-ims-america-corp/,https://textileconnect.com/directory/dnp-ims-america-corp/,https://textileconnect.com/directory/dnp-ims-america-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dobbins Textile Service,Waxhaw,NC,https://textileconnect.com/directory/dobbins-textile-service/,https://textileconnect.com/directory/dobbins-textile-service/,https://textileconnect.com/directory/dobbins-textile-service/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dobson Bag Co,Mt Airy,NC,https://textileconnect.com/directory/dobson-bag-co/,https://textileconnect.com/directory/dobson-bag-co/,https://textileconnect.com/directory/dobson-bag-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Docril Fabrics LLC/CITEL,Sanford,NC,https://textileconnect.com/directory/docril-fabrics-llc-citel/,https://textileconnect.com/directory/docril-fabrics-llc-citel/,https://textileconnect.com/directory/docril-fabrics-llc-citel/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dodenhoff Industrial Textiles Inc,Westlank,OH,https://textileconnect.com/directory/dodenhoff-industrial-textiles-inc/,https://textileconnect.com/directory/dodenhoff-industrial-textiles-inc/,https://textileconnect.com/directory/dodenhoff-industrial-textiles-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Dodger Industries, Inc.",Martinsville,VA,https://textileconnect.com/directory/dodger-industries-inc/,https://textileconnect.com/directory/dodger-industries-inc/,https://textileconnect.com/directory/dodger-industries-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Dollar Eddie Rev,Durham,NC,https://textileconnect.com/directory/dollar-eddie-rev/,https://textileconnect.com/directory/dollar-eddie-rev/,https://textileconnect.com/directory/dollar-eddie-rev/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,,Textile Connect,https://textileconnect.com/directory/,Contact for quote
